Category	ID	Title (or Source)	Verbose ID	Core-F_logP	Core-M_logP	All-M_logP	All-F_logP	Core-F_GeneSet	Core-M_GeneSet	All-M_GeneSet	All-F_GeneSet
GO: Biological Process	GO:0035239	tube morphogenesis	GeneOntologyBiologicalProcess_GO:0035239_tube morphogenesis	0.0	0.0	0.0	3.7586990643735088				ALDH1A2,AMOTL1,ANGPT1,ANGPT2,ANGPTL3,ANXA2,APELA,APLN,APOE,BCL2L11,C3,C3AR1,CAV1,CEACAM1,CLEC14A,CX3CR1,DCN,EFNB2,EMP2,ERBB2,FN1,FZD3,GATA2,GATA3,GLUL,GPC3,HEG1,HK2,HOXA5,HPGD,IGF1,KDM6A,KLF5,LDLR,LEPR,MECOM,MMP2,NOTCH2,NPNT,NTRK2,PAX2,PDE3B,PDGFRA,PDPN,PKM,PPARG,PRICKLE1,RECK,SALL1,SEMA5A,SLIT2,SMAD3,SRPX2,STAB2,STRA6,TCF21,TERT,TGFB2,TGFBI,TGFBR3,TMEM100,VEGFD,WNT5A,XDH,ZEB1
GO: Biological Process	GO:0042552	myelination	GeneOntologyBiologicalProcess_GO:0042552_myelination	0.0	0.0	0.0	3.756116457992656				EPB41L3,ERBB2,FYN,GAL3ST1,GPC1,ID4,IGF1,JAM2,LPAR1,MAL2,NTF3,NTRK2,ORMDL3,PMP22,TENM4,TMEM98,TPPP
GO: Biological Process	GO:0009125	nucleoside monophosphate catabolic process	GeneOntologyBiologicalProcess_GO:0009125_nucleoside monophosphate catabolic process	0.0	0.0	3.737359500414973	0.0			CDA,DNPH1,NT5C3A,NT5E,PNP,UPP2	
GO: Biological Process	GO:1903827	regulation of cellular protein localization	GeneOntologyBiologicalProcess_GO:1903827_regulation of cellular protein localization	0.0	0.0	0.0	3.7357161708542845				ABLIM3,ADIPOQ,ANGPT1,CCDC88A,CLN3,EFNB2,EPB41L2,ERBB2,ERBB4,FYN,GLUL,GPC1,GPC3,GPER1,GSN,IFI27,INSIG1,JAK2,KCNB1,KCNE1,LYPLAL1,MDFIC,MISP,MRAP,NIN,OPHN1,ORMDL3,PID1,PRKCQ,PRR5L,PTPN14,RHOU,SHISA7,SMAD3,SPIDR,STOM,SYNE1,TERT,TFDP2,TGFB2,TMEM30B,TMEM98,TRIM46,WNT5A
GO: Biological Process	GO:0006940	regulation of smooth muscle contraction	GeneOntologyBiologicalProcess_GO:0006940_regulation of smooth muscle contraction	0.0	0.0	0.0	3.7224616252499176				ATP1A2,CAV1,CNN1,GPER1,GUCY1A1,IRAG1,NPNT,ORMDL3,PLCE1,PTGER3,PTGS1
GO: Biological Process	GO:0090087	regulation of peptide transport	GeneOntologyBiologicalProcess_GO:0090087_regulation of peptide transport	0.0	0.0	0.0	3.7063959064549667				ABLIM3,ADIPOQ,ANGPT1,APLN,APOE,CASK,CLN3,EFNB2,ERBB2,FGB,FGG,FRMD4A,FYN,GLUL,GPER1,HMGN3,IFI27,IGF1,INSIG1,ITPR2,JAK2,KCNB1,KCNE1,LEPR,LYPLAL1,MDFIC,MYH10,OPHN1,PDE3B,PDE8B,PPARG,PRKCQ,PRR5L,PTGER3,PTPN14,RAB11FIP1,RBP4,REST,RHOU,SMAD3,STOM,SYNE1,SYTL4,TFDP2,TGFB2,TMEM30B,TRH
GO: Biological Process	GO:0120252	hydrocarbon metabolic process	GeneOntologyBiologicalProcess_GO:0120252_hydrocarbon metabolic process	0.0	3.7056962887145763	0.0	0.0		BCO2,CYP2E1,EPHX2		
GO: Biological Process	GO:0009072	aromatic amino acid family metabolic process	GeneOntologyBiologicalProcess_GO:0009072_aromatic amino acid family metabolic process	0.0	0.0	3.7044729001752614	0.0			ACMSD,AFMID,FAH,HAAO,IDO2,KYAT1,SPR	
GO: Biological Process	GO:0022898	regulation of transmembrane transporter activity	GeneOntologyBiologicalProcess_GO:0022898_regulation of transmembrane transporter activity	0.0	0.0	0.0	3.7040739798556825				ABCB1,AHNAK,AKAP7,ANK2,ANO9,ATP1A2,CAV1,DLG3,FXYD1,FXYD4,GEM,GNB5,GPER1,GSTM2,GSTO1,HECW2,HSPA2,KCNE1,KCNE4,PPARGC1A,SCN2B,SHISA7,STK39,STOM,TMSB4X,UTRN
GO: Biological Process	GO:0032368	regulation of lipid transport	GeneOntologyBiologicalProcess_GO:0032368_regulation of lipid transport	0.0	0.0	0.0	3.7010528859478398				ABCA1,ACSL1,ACSL5,ADIPOQ,ANXA2,APOC1,APOE,ATP1A2,ATP8A1,CAV1,LRAT,PLA2G4A,PLTP,PPARG,PTGES,RETN,SPP1,STXBP1,TRH
GO: Biological Process	GO:0071407	cellular response to organic cyclic compound	GeneOntologyBiologicalProcess_GO:0071407_cellular response to organic cyclic compound	0.0	0.0	0.0	3.6986246825853546				ADCY1,ADIPOQ,AKAP7,ATP1A2,BCL2L11,CAV1,CYP1A1,DDX58,EEF2K,EIF4EBP1,FAM107A,GNB5,GNG2,GPER1,GSTM2,ID3,IGF1,INSIG1,ITPR2,JAK2,KANK2,KCNE1,KLF5,MMP2,NOX4,NSG1,NTRK2,PADI2,PDE3A,PNPLA3,PPARG,PPARGC1A,PTGER3,REST,SGK1,SLC1A3,SLC6A4,SNAI2,SPIDR,SPP1,TCF21,TFPI,TRIM68
GO: Biological Process	GO:0008366	axon ensheathment	GeneOntologyBiologicalProcess_GO:0008366_axon ensheathment	0.0	0.0	0.0	3.6917324516683867				EPB41L3,ERBB2,FYN,GAL3ST1,GPC1,ID4,IGF1,JAM2,LPAR1,MAL2,NTF3,NTRK2,ORMDL3,PMP22,TENM4,TMEM98,TPPP
GO: Biological Process	GO:0007272	ensheathment of neurons	GeneOntologyBiologicalProcess_GO:0007272_ensheathment of neurons	0.0	0.0	0.0	3.6917324516683867				EPB41L3,ERBB2,FYN,GAL3ST1,GPC1,ID4,IGF1,JAM2,LPAR1,MAL2,NTF3,NTRK2,ORMDL3,PMP22,TENM4,TMEM98,TPPP
GO: Biological Process	GO:0051180	vitamin transport	GeneOntologyBiologicalProcess_GO:0051180_vitamin transport	0.0	0.0	0.0	3.690894139760512				ABCC1,AFM,GC,PDPN,RBP4,SLC27A1,SLC5A6,STRA6
GO: Biological Process	GO:0097202	activation of cysteine-type endopeptidase activity	GeneOntologyBiologicalProcess_GO:0097202_activation of cysteine-type endopeptidase activity	0.0	0.0	3.688292919904881	0.0			CASP8,CIDEB,NLRC4,PAWR,PERP	
GO: Biological Process	GO:0006739	NADP metabolic process	GeneOntologyBiologicalProcess_GO:0006739_NADP metabolic process	0.0	0.0	3.6876798604516994	0.0			ASPDH,FDX1,FMO5,HSD11B1,ME1,NADK,NUDT12,TXNRD1	
GO: Biological Process	GO:0023061	signal release	GeneOntologyBiologicalProcess_GO:0023061_signal release	0.0	0.0	0.0	3.683731819702291				ABCA1,ABCC4,ADCY1,ADIPOQ,APLN,CADPS2,CASK,FGB,FGG,GATA3,GLUL,GPER1,HMGN3,ITPR2,JAK2,KCNB1,LEPR,MAOB,NPY1R,NSG1,NTRK2,PCLO,PDE3B,PDE8B,PLA2G4A,PPARG,PPFIA4,PTGER3,PTGES,PTGS1,RAB11FIP1,RBP4,REST,RETN,SCG5,SLC4A8,SLC6A4,SNCG,SPP1,SPTBN2,STXBP1,SYTL4,TRH
GO: Biological Process	GO:0048514	blood vessel morphogenesis	GeneOntologyBiologicalProcess_GO:0048514_blood vessel morphogenesis	0.0	0.0	0.0	3.675500601068228				AMOTL1,ANGPT1,ANGPT2,ANGPTL3,ANXA2,APELA,APLN,APOE,C3,C3AR1,CAV1,CEACAM1,CLEC14A,CX3CR1,DCN,EFNB2,EMP2,ERBB2,FN1,GATA2,GLUL,HEG1,HK2,HOXA5,HPGD,KLF5,LDLR,LEPR,MMP2,NOTCH2,NTRK2,PDE3B,PDGFRA,PKM,PPARG,RECK,SEMA5A,SLIT2,SRPX2,STAB2,STRA6,TCF21,TERT,TGFB2,TGFBI,TGFBR3,TMEM100,VEGFD,WNT5A,XDH
GO: Biological Process	GO:0034656	nucleobase-containing small molecule catabolic process	GeneOntologyBiologicalProcess_GO:0034656_nucleobase-containing small molecule catabolic process	0.0	0.0	3.6699973934417613	0.0			ADAL,AHCY,APOBEC2,CDA,NT5C3A,NT5E,NUDT9,PNP,UPP2	
GO: Biological Process	GO:0061440	kidney vasculature development	GeneOntologyBiologicalProcess_GO:0061440_kidney vasculature development	0.0	0.0	0.0	3.6640672389247424				ACTA2,ANGPT1,ANGPT2,C3AR1,NOTCH2,PDGFRA,TCF21
GO: Biological Process	GO:0006929	substrate-dependent cell migration	GeneOntologyBiologicalProcess_GO:0006929_substrate-dependent cell migration	0.0	0.0	0.0	3.6640672389247424				FBLN1,FN1,MYH10,OPHN1,SLIT2,SNAI2,STON1
GO: Biological Process	GO:0061437	renal system vasculature development	GeneOntologyBiologicalProcess_GO:0061437_renal system vasculature development	0.0	0.0	0.0	3.6640672389247424				ACTA2,ANGPT1,ANGPT2,C3AR1,NOTCH2,PDGFRA,TCF21
GO: Biological Process	GO:0006687	glycosphingolipid metabolic process	GeneOntologyBiologicalProcess_GO:0006687_glycosphingolipid metabolic process	0.0	0.0	3.645019802406206	0.0			B4GALT5,CREM,GLB1,NEU1,PSAP,SMPD2,ST3GAL3,ST8SIA1,UGCG,UGT8	
GO: Biological Process	GO:0070201	regulation of establishment of protein localization	GeneOntologyBiologicalProcess_GO:0070201_regulation of establishment of protein localization	0.0	0.0	0.0	3.6392790436600153				ABLIM3,ADIPOQ,ANGPT1,APOE,CASK,CLN3,EFNB2,ERBB2,FGB,FGG,FRMD4A,FYN,GLUL,GPER1,HMGN3,IFI27,IGF1,INSIG1,ITPR2,JAK2,KCNB1,KCNE1,LEPR,LYPLAL1,MDFIC,MYH10,OPHN1,PDE3B,PDE8B,PRKCQ,PRR5L,PTGER3,PTPN14,RAB11FIP1,RBP4,REST,RHOU,SMAD3,SPIDR,STOM,SYNE1,SYTL4,TFDP2,TGFB2,TMEM30B,TRH
GO: Biological Process	GO:0071577	zinc ion transmembrane transport	GeneOntologyBiologicalProcess_GO:0071577_zinc ion transmembrane transport	0.0	0.0	3.6317804321004292	0.0			SLC1A1,SLC30A1,SLC30A2,SLC30A5,SLC39A11,SLC39A14	
GO: Biological Process	GO:1904063	negative regulation of cation transmembrane transport	GeneOntologyBiologicalProcess_GO:1904063_negative regulation of cation transmembrane transport	0.0	0.0	0.0	3.624263928253942				ATP1A2,CAV1,GEM,GNB5,GSTM2,GSTO1,HECW2,KCNE1,KCNE4,PTGER3,SLC43A1,STK39,TGFB2
GO: Biological Process	GO:0050920	regulation of chemotaxis	GeneOntologyBiologicalProcess_GO:0050920_regulation of chemotaxis	0.0	0.0	0.0	3.623622937289451				AIF1,ANGPT2,C3AR1,DAPK2,EFNB2,FN1,LPAR1,NTF3,PADI2,PDGFRA,PLA2G7,PTPRO,SEMA3D,SEMA5A,SLIT2,SMAD3,SNAI2,STAP1,STK39,TMSB4X,VEGFD,WNT5A
GO: Biological Process	GO:0034766	negative regulation of ion transmembrane transport	GeneOntologyBiologicalProcess_GO:0034766_negative regulation of ion transmembrane transport	0.0	0.0	0.0	3.6180956245905533				ANO9,ATP1A2,CAV1,FABP5,GEM,GNB5,GSTM2,GSTO1,HECW2,KCNE1,KCNE4,PID1,PTGER3,SLC43A1,STK39,TGFB2
GO: Biological Process	GO:0009068	aspartate family amino acid catabolic process	GeneOntologyBiologicalProcess_GO:0009068_aspartate family amino acid catabolic process	0.0	3.6160553078222266	0.0	0.0		AASS,HYKK,PIPOX,SLC25A21		
GO: Biological Process	GO:0050804	modulation of chemical synaptic transmission	GeneOntologyBiologicalProcess_GO:0050804_modulation of chemical synaptic transmission	0.0	0.0	0.0	3.6137483950990594				ABHD6,ADCY1,ADIPOQ,AKAP7,APOE,ATP1A2,CASK,CDH11,CLN3,CLSTN3,CX3CR1,ERBB4,FAM107A,FYN,GLUL,GPER1,JAK2,KCNB1,LZTS1,MGLL,MME,NCAM1,NSG1,NTF3,NTRK2,OPHN1,PLCB4,PRKAR1B,PRKAR2B,RAPSN,RETN,SHISA7,SLC1A3,SLC4A8,SLC6A4,SNCG,STXBP1,SYNE1
GO: Biological Process	GO:0034763	negative regulation of transmembrane transport	GeneOntologyBiologicalProcess_GO:0034763_negative regulation of transmembrane transport	0.0	0.0	0.0	3.585227171813159				ANO9,ATP1A2,CAV1,FABP5,GEM,GNB5,GSTM2,GSTO1,HECW2,KCNE1,KCNE4,PID1,PTGER3,SLC43A1,STK39,TGFB2
GO: Biological Process	GO:0060341	regulation of cellular localization	GeneOntologyBiologicalProcess_GO:0060341_regulation of cellular localization	0.0	0.0	0.0	3.5800683076566497				ABLIM3,ADIPOQ,ANGPT1,ANK2,ANXA2,ATP1A2,CAV1,CCDC88A,CLN3,CRYAB,EFNB2,EPB41L2,ERBB2,ERBB4,FYN,GATA2,GLUL,GPC1,GPC3,GPER1,GSN,GSTM2,GSTO1,HMGN3,IFI27,INSIG1,JAK2,KCNB1,KCNE1,LEPR,LYPLAL1,MDFIC,MISP,MRAP,NCAM1,NIN,OPHN1,ORMDL3,PDE3B,PDE8B,PID1,PRKCQ,PRR5L,PTPN14,RHOU,SHISA7,SMAD3,SPAG5,SPIDR,STOM,STXBP1,SYNE1,TERT,TFDP2,TGFB2,TMEM30B,TMEM98,TRIM46,WNT5A
GO: Biological Process	GO:0001516	prostaglandin biosynthetic process	GeneOntologyBiologicalProcess_GO:0001516_prostaglandin biosynthetic process	0.0	0.0	0.0	3.5784857018206657				CBR1,FABP5,PLA2G4A,PTGDS,PTGES,PTGS1,TBXAS1
GO: Biological Process	GO:0046457	prostanoid biosynthetic process	GeneOntologyBiologicalProcess_GO:0046457_prostanoid biosynthetic process	0.0	0.0	0.0	3.5784857018206657				CBR1,FABP5,PLA2G4A,PTGDS,PTGES,PTGS1,TBXAS1
GO: Biological Process	GO:0045596	negative regulation of cell differentiation	GeneOntologyBiologicalProcess_GO:0045596_negative regulation of cell differentiation	0.0	0.0	0.0	3.570051567973913				ABCA1,ADIPOQ,ASXL1,BBS12,CAV1,CEACAM1,DIXDC1,EFEMP1,ERBB2,FBLN1,FST,GATA2,GATA3,GPER1,HOXA5,ID3,ID4,IGF1,INSIG1,KLF5,LDLR,LIMD1,NPR2,OCIAD2,PI16,POSTN,PPARG,PRICKLE1,PTGER3,REST,SALL1,SEMA3D,SEMA5A,SLC6A4,SLIT2,SMAD3,SNAI2,SORT1,SPP1,TERT,TGFB2,TGFBR3,TMEM98,TRIM46,TWSG1,WNT5A,XDH,ZEB1,ZFHX3,ZNF608
GO: Biological Process	GO:0006586	indolalkylamine metabolic process	GeneOntologyBiologicalProcess_GO:0006586_indolalkylamine metabolic process	0.0	0.0	3.5502970120426074	0.0			ACMSD,AFMID,HAAO,IDO2,KYAT1	
GO: Biological Process	GO:0030148	sphingolipid biosynthetic process	GeneOntologyBiologicalProcess_GO:0030148_sphingolipid biosynthetic process	0.0	0.0	3.548300217174801	0.0			ALDH3A2,B4GALT5,CCN1,DEGS2,HACD2,PRKD3,SGPP1,SMPD2,SPTLC2,ST3GAL3,ST8SIA1,UGCG,UGT8	
GO: Biological Process	GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	GeneOntologyBiologicalProcess_GO:1902895_positive regulation of pri-miRNA transcription by RNA polymerase II	0.0	0.0	0.0	3.548189957102525				APLN,GATA2,GATA3,KLF5,PPARG,SMAD3,TERT,TGFB2
GO: Biological Process	GO:0007162	negative regulation of cell adhesion	GeneOntologyBiologicalProcess_GO:0007162_negative regulation of cell adhesion	0.0	0.0	0.0	3.5474550052022797				ADIPOQ,ANGPT1,ANGPT2,ARG2,ARHGDIB,CASK,CEACAM1,EPCAM,ERBB2,FAM107A,FBLN1,FGG,FGL1,JAK2,JAM2,LAMB1,MMP2,PDE3B,PLET1,POSTN,PTGER3,PTPRO,SEMA5A,SNAI2,TGFBI,TWSG1,ZNF608
GO: Biological Process	GO:0007417	central nervous system development	GeneOntologyBiologicalProcess_GO:0007417_central nervous system development	0.0	0.0	0.0	3.5414215913839326				ABCB1,ADCY1,AK7,ALDH1A2,ATP1A2,BCL2L11,C3,CAPG,CDH11,CDKN2C,CTTNBP2,CX3CR1,DIXDC1,ERBB2,ERBB4,FANCC,FYN,FZD3,GATA2,GCM1,GSN,HMX2,HOXD10,ID3,ID4,IGF1,IL33,KCNK3,LAMB1,LDLR,LPAR1,MAOB,MARCKS,MECOM,MXRA8,MYH10,NAV2,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OPHN1,PADI2,PAFAH1B3,PAX2,PPARG,PPARGC1A,PTGER3,RECK,RRM1,SALL1,SALL3,SEMA5A,SEPTIN4,SLC6A17,SLC6A4,SLIT2,SPTBN2,TENM4,TIMP2,TMEM98,TPPP,TWSG1,VSTM5,WNT5A,WRN,ZEB1,ZFHX3
GO: Biological Process	GO:0006767	water-soluble vitamin metabolic process	GeneOntologyBiologicalProcess_GO:0006767_water-soluble vitamin metabolic process	0.0	0.0	3.5195489536734375	0.0			AKR1A1,CYB5A,CYB5R3,DHFR,FOLR1,GCLC,SHMT2,SLC52A2,SLC52A3,TPK1,VNN1	
GO: Biological Process	GO:1902001	fatty acid transmembrane transport	GeneOntologyBiologicalProcess_GO:1902001_fatty acid transmembrane transport	0.0	0.0	0.0	3.5177924010815604				ABCC1,ACACA,ACACB,ACSL1,ACSL5,ATP1A2,SLC1A3,SLC27A1,THRSP
GO: Biological Process	GO:0014065	phosphatidylinositol 3-kinase signaling	GeneOntologyBiologicalProcess_GO:0014065_phosphatidylinositol 3-kinase signaling	0.0	0.0	0.0	3.505701014692811				ANGPT1,CEACAM1,DCN,DIPK2A,ERBB2,ERBB4,FN1,FYN,GATA3,GPER1,IGF1,JAK2,NTF3,NTRK2,PDGFRA,PRR5L,TGFB2
GO: Biological Process	GO:0042310	vasoconstriction	GeneOntologyBiologicalProcess_GO:0042310_vasoconstriction	0.0	0.0	0.0	3.5045846644878553				ACTA2,APLN,ATP1A2,CAV1,FGB,FGG,MMP2,NPY1R,PTGER3,PTGS1,SLC6A4,SMTNL2,TBXAS1
GO: Biological Process	GO:0046323	glucose import	GeneOntologyBiologicalProcess_GO:0046323_glucose import	0.0	0.0	0.0	3.504515790786971				ADIPOQ,C1QTNF2,ERBB4,GPC3,HK2,IGF1,PID1,RNASEL,SLC27A1,SORT1,TERT,TRARG1
GO: Biological Process	GO:1903715	regulation of aerobic respiration	GeneOntologyBiologicalProcess_GO:1903715_regulation of aerobic respiration	0.0	0.0	3.499097536025852	0.0			IDE,SHMT2,TRPV4,VCP	
GO: Biological Process	GO:0061564	axon development	GeneOntologyBiologicalProcess_GO:0061564_axon development	0.0	0.0	0.0	3.490980177954277				ADCY1,APOE,CDH11,DIXDC1,EFNB2,ERBB2,FN1,FYN,FZD3,GATA3,GFRA1,GPC1,IGFALS,JAK2,MGLL,MMP2,MYH10,NCAM1,NIN,NOTCH2,NREP,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PLPPR4,PMP22,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0006026	aminoglycan catabolic process	GeneOntologyBiologicalProcess_GO:0006026_aminoglycan catabolic process	0.0	3.4891128455833775	0.0	0.0		ARSB,CTBS,GALNS,GLB1,GUSB,SDC2		
GO: Biological Process	GO:0048662	negative regulation of smooth muscle cell proliferation	GeneOntologyBiologicalProcess_GO:0048662_negative regulation of smooth muscle cell proliferation	0.0	0.0	0.0	3.4809575906644654				ADIPOQ,AIF1,APLN,CAV1,CNN1,GPER1,OGN,PPARG,PPARGC1A,PTGIR,RGS5
GO: Biological Process	GO:0070527	platelet aggregation	GeneOntologyBiologicalProcess_GO:0070527_platelet aggregation	0.0	0.0	0.0	3.4808779148884486				CEACAM1,FGB,FGG,FN1,MYL9,PDGFRA,PDPN,PRKCQ,PTGER3,STXBP1
GO: Biological Process	GO:0007015	actin filament organization	GeneOntologyBiologicalProcess_GO:0007015_actin filament organization	0.0	0.0	0.0	3.466583761394762				AIF1,ARHGAP28,CAPG,CCDC88A,CDC42EP2,CDC42EP5,COTL1,CYRIA,EMP2,FAM107A,GAS7,GSN,HIP1,JAK2,KANK2,LIMCH1,LPAR1,MARCKS,MYH10,MYO5C,NOX4,PDLIM1,PDLIM3,PLS3,PRKCQ,PYCARD,SEMA5A,SH3KBP1,SLIT2,SMAD3,SPTBN2,SVIL,TMSB10,TMSB4X
GO: Biological Process	GO:0031099	regeneration	GeneOntologyBiologicalProcess_GO:0031099_regeneration	0.0	0.0	0.0	3.455639516822911				ANGPT2,APOE,BAAT,CLDN1,CPB2,ERBB4,GSN,IGF1,IGFBP1,JAK2,KLF5,MMP2,MUSTN1,MYMX,NNMT,NREP,PKM,POSTN,PPARG,SPP1,TGFBR3
GO: Biological Process	GO:0016051	carbohydrate biosynthetic process	GeneOntologyBiologicalProcess_GO:0016051_carbohydrate biosynthetic process	0.0	0.0	0.0	3.455639516822911				ADIPOQ,ALDOC,B3GALNT1,B3GNT7,C1QTNF2,CA5A,CHST12,FAM3C,FBP2,GPER1,GSTO1,IGF1,IMPA2,LEPR,PGM2L1,PPARGC1A,PPP1R3B,RBP4,ST3GAL2,ST6GALNAC6,TKT
GO: Biological Process	GO:0021889	olfactory bulb interneuron differentiation	GeneOntologyBiologicalProcess_GO:0021889_olfactory bulb interneuron differentiation	0.0	0.0	0.0	3.455048032223201				ERBB4,SALL1,SALL3,SLIT2,WNT5A
GO: Biological Process	GO:0071375	cellular response to peptide hormone stimulus	GeneOntologyBiologicalProcess_GO:0071375_cellular response to peptide hormone stimulus	0.0	0.0	0.0	3.4472196114556266				ADCY1,ADIPOQ,CAV1,CEACAM1,EEF2K,EIF4EBP1,FYN,GPER1,IGF1,IGFBP1,INSIG1,JAK2,PDE3B,PID1,PKM,PNPLA3,PPARG,PRKAR1B,PRKAR2B,PRKCQ,PRLR,RAB13,SESN3,SGK1,SLC27A1,TBC1D4,TRARG1,TSHR
GO: Biological Process	GO:0031589	cell-substrate adhesion	GeneOntologyBiologicalProcess_GO:0031589_cell-substrate adhesion	0.0	0.0	0.0	3.4385137072670204				ANGPT1,ANGPT2,ANGPTL3,BCAM,BCL2L11,CASK,CCDC80,EMP2,FAM107A,FBLN1,FBLN2,FGB,FGG,FN1,ITGA1,JAK2,LAMB1,LIMCH1,MEGF9,MSLN,NPNT,PDPN,PLET1,POSTN,PTPRO,SGCE,SMAD3,SPP1,STON1,UTRN
GO: Biological Process	GO:0052547	regulation of peptidase activity	GeneOntologyBiologicalProcess_GO:0052547_regulation of peptidase activity	0.0	0.0	0.0	3.432734445838873				ANXA2,ANXA8,BCL2L11,C3,CAV1,CRYAB,FABP1,FBLN1,FN1,FYN,GPC3,GPER1,GSN,HIP1,IGF1,JAK2,LXN,PAX2,PCOLCE2,PI16,PPARG,PSMB9,PYCARD,RECK,REST,SERPING1,SMAD3,SPINK8,SPP2,TFPI,TFPI2,TIMP2,TNFSF15,WFDC2,XDH
GO: Biological Process	GO:0048562	embryonic organ morphogenesis	GeneOntologyBiologicalProcess_GO:0048562_embryonic organ morphogenesis	0.0	0.0	0.0	3.4264878360520394				ALDH1A2,EFEMP1,FZD3,GATA2,GATA3,GJB6,HMX2,HOXA5,HOXB9,HOXD10,INSIG1,KDM6A,MFAP2,MFAP5,NOTCH2,OSR2,PAX2,PDGFRA,RBP4,REST,SMAD3,STRA6,TCF21,TGFB2,TSHR,WNT5A,ZEB1
GO: Biological Process	GO:0035634	response to stilbenoid	GeneOntologyBiologicalProcess_GO:0035634_response to stilbenoid	0.0	3.421266599465881	0.0	0.0		APOA4,CD36,IDI1		
GO: Biological Process	GO:1903055	positive regulation of extracellular matrix organization	GeneOntologyBiologicalProcess_GO:1903055_positive regulation of extracellular matrix organization	0.0	0.0	0.0	3.4210841905121865				CPB2,DDR2,PDPN,SEMA5A,SMAD3,TGFB2
GO: Biological Process	GO:0042730	fibrinolysis	GeneOntologyBiologicalProcess_GO:0042730_fibrinolysis	0.0	0.0	0.0	3.4210841905121865				ANXA2,CPB2,FGB,FGG,PLAT,SERPING1
GO: Biological Process	GO:0031579	membrane raft organization	GeneOntologyBiologicalProcess_GO:0031579_membrane raft organization	0.0	0.0	0.0	3.4210841905121865				ANXA2,CAV1,CLN3,EMP2,GSN,PMP22
GO: Biological Process	GO:0090091	positive regulation of extracellular matrix disassembly	GeneOntologyBiologicalProcess_GO:0090091_positive regulation of extracellular matrix disassembly	0.0	0.0	0.0	3.4204345328323904				DDR2,PDPN,SEMA5A,TGFB2
GO: Biological Process	GO:0045332	phospholipid translocation	GeneOntologyBiologicalProcess_GO:0045332_phospholipid translocation	0.0	0.0	0.0	3.4136090621350377				ABCA1,ABCA4,ABCB1,ABCC1,ANO9,ATP8A1,ATP8B1,TMEM30B
GO: Biological Process	GO:0097305	response to alcohol	GeneOntologyBiologicalProcess_GO:0097305_response to alcohol	0.0	0.0	0.0	3.412225408583562				ACACA,ADCY1,ADIPOQ,CA3,CLDN1,EIF4EBP1,FYN,GATA3,GGH,GNG2,GSN,HPGD,IGF1,ITPR2,MAOB,PPARG,PTGER3,RBP4,SGK1,SLIT2,SPIDR,TGFBR3,TRH
GO: Biological Process	GO:2000649	regulation of sodium ion transmembrane transporter activity	GeneOntologyBiologicalProcess_GO:2000649_regulation of sodium ion transmembrane transporter activity	0.0	0.0	0.0	3.40240910124972				ATP1A2,FXYD1,FXYD4,GPER1,HECW2,SCN2B,STK39,STOM,UTRN
GO: Biological Process	GO:0009408	response to heat	GeneOntologyBiologicalProcess_GO:0009408_response to heat	0.0	0.0	3.394439268866636	0.0			ABCC2,CCKAR,DNAJA1,DNAJB1,DNAJC2,FGF1,FKBP4,GCLC,HMOX1,HSP90AA1,HSP90AB1,MAPT,SLC52A3,ST8SIA1,TRPV2,TRPV4,VCP	
GO: Biological Process	GO:0050810	regulation of steroid biosynthetic process	GeneOntologyBiologicalProcess_GO:0050810_regulation of steroid biosynthetic process	0.0	0.0	0.0	3.389588632693529				ACACA,ACACB,APOE,DKK3,ELOVL6,FASN,IGF1,INSIG1,PDE8B,PPARGC1A,REST,SCD,SNAI2
GO: Biological Process	GO:0003015	heart process	GeneOntologyBiologicalProcess_GO:0003015_heart process	0.0	0.0	0.0	3.387528632248662				ANK2,APELA,APLN,ATP1A2,CAV1,CELF2,DES,DSG2,DSP,FXYD1,FXYD4,FYN,GSN,GSTM2,GSTO1,ITPR2,JAK2,KCNE1,KCNE4,KCNK1,KCNK3,NOX4,NPR2,SCN2B,SP4,TGFB2
GO: Biological Process	GO:0048771	tissue remodeling	GeneOntologyBiologicalProcess_GO:0048771_tissue remodeling	0.0	0.0	0.0	3.3867474601225376				ABCB1,ANGPT2,CAV1,CEACAM1,CTSK,DDR2,ELF3,ERG,IGF1,LEPR,MITF,MMP2,NOTCH2,NOX4,RAB3D,SNX10,SPP1,SPP2,TGFB2,TGFBR3
GO: Biological Process	GO:0007409	axonogenesis	GeneOntologyBiologicalProcess_GO:0007409_axonogenesis	0.0	0.0	0.0	3.3803310161755564				ADCY1,APOE,CDH11,DIXDC1,EFNB2,ERBB2,FN1,FYN,FZD3,GATA3,GFRA1,GPC1,IGFALS,MGLL,MYH10,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PLPPR4,PMP22,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,TGFB2,TRIM46,WNT5A
