symbol,M_0,M_2,M_4,M_8,M_79,F_0,F_2,F_4,F_8,F_79,cluster,color
Ap1m2,0.35,0.33,-0.31,-1.18,-1.97,0.37,1.27,0.02,1.26,-0.14,6,#9900FFFF
Ldlr,1.78,-0.5,-0.88,-0.9,-0.01,1.86,-0.33,-0.39,-0.54,-0.1,4,#00FFFFFF
Kank2,1.06,0.82,-0.98,-1.33,-0.68,1.71,0.46,-0.68,-0.61,0.22,4,#00FFFFFF
Angptl8,0.02,-0.59,-0.35,-1.04,-1,-0.18,-0.53,0.26,2.08,1.33,5,#0033FFFF
Rab3d,-1.12,0.49,-0.95,-0.99,0.3,-0.27,0.86,-0.79,0.5,1.97,6,#9900FFFF
Tmem205,-1.07,-0.85,0.21,2.01,0.98,-1.05,-0.83,-0.03,0.52,0.11,1,#FF9900FF
Prkcsh,-1.31,-0.8,0.1,0.5,1.55,0.69,-0.92,-0.54,-0.66,1.4,2,#99FF00FF
Cnn1,0.4,-0.58,-0.62,-0.75,-0.49,2.15,-0.5,-1.06,1.06,0.4,4,#00FFFFFF
Zfp809,-1.27,-0.37,-0.22,1.66,1.47,-1.31,-0.4,-0.3,0.22,0.54,1,#FF9900FF
Zfp810,-0.77,-0.8,-0.27,2.37,1.01,-0.56,-0.77,-0.34,0.21,-0.07,1,#FF9900FF
Igsf9b,2.41,-0.05,-0.68,-1.02,-0.42,0.97,-0.16,-0.43,-0.58,-0.04,4,#00FFFFFF
Adamts15,-0.74,1.69,0.42,-0.63,-0.31,-0.34,1.82,-0.24,-0.98,-0.68,6,#9900FFFF
Tmem45b,-0.86,-1.08,-0.05,0.53,0.61,-0.75,0.25,-1.36,1.74,0.97,5,#0033FFFF
Pknox2,1.34,1.24,-1.04,-1.04,-1.01,1.02,0.88,-0.35,-0.52,-0.52,4,#00FFFFFF
Tmem218,-0.47,1.17,0.06,-1.16,-1.4,-0.79,1.26,1.22,0.5,-0.39,6,#9900FFFF
Vsig2,-0.55,-0.55,-0.43,-0.4,-0.05,-0.68,0.39,-0.78,2.57,0.48,5,#0033FFFF
Hspa8,-1.03,-0.7,0.59,2.13,0.2,-1.09,-0.71,-0.2,0.89,-0.07,1,#FF9900FF
Usp2,-1.01,-1.24,1.05,1.48,0.64,-0.38,-1.37,-0.21,0.29,0.75,1,#FF9900FF
Pdzd3,-1.29,-0.82,0.39,1.36,1.31,-1.26,-0.75,-0.01,0.21,0.86,1,#FF9900FF
Hyou1,0.03,-0.8,-0.55,0.29,1.88,0.53,-0.89,-1.16,-0.62,1.28,2,#99FF00FF
Slc37a4,-1.45,-0.47,1.2,1.47,0.41,-1.5,-0.37,0.17,0.7,-0.16,1,#FF9900FF
Upk2,-0.38,-1.04,-0.59,-0.67,0.24,0.49,-0.16,-0.8,2.4,0.51,5,#0033FFFF
BC049987,-0.7,-0.7,0.49,1.91,1.62,-0.7,-0.7,-0.46,-0.33,-0.44,1,#FF9900FF
Treh,-0.97,-0.97,0.95,1.65,1.26,-0.98,-0.97,0.09,-0.02,-0.04,1,#FF9900FF
Mpzl2,0.71,0.46,-0.34,-2.07,-1.14,0.47,1.39,-0.18,0.64,0.05,6,#9900FFFF
Scn2b,1.53,0.95,-0.78,-0.95,-0.95,0.57,1.37,-0.62,-0.28,-0.83,4,#00FFFFFF
Apoa4,-0.95,-0.99,1.48,1.52,0.27,-1.06,-1.01,0.43,-0.13,0.44,1,#FF9900FF
Cadm1,1.32,-0.63,-1.03,-0.03,1.11,1.69,-0.61,-0.95,-0.66,-0.21,2,#99FF00FF
Nnmt,-0.87,1.17,-0.52,-0.53,-0.72,-0.65,1.67,-0.66,1.43,-0.33,6,#9900FFFF
Ncam1,2.14,0.14,-0.57,-0.65,-0.68,1.43,0.04,-0.56,-0.63,-0.66,4,#00FFFFFF
Plet1,-0.93,-1.19,-0.14,0.24,0.68,-0.95,-0.7,-0.04,1.79,1.25,5,#0033FFFF
Bco2,-1,-0.87,0.06,1.91,1.3,-0.99,-0.86,0,0.4,0.05,1,#FF9900FF
Dixdc1,-0.06,0.73,-0.21,-1.57,-0.57,-0.7,2.18,0.03,0.52,-0.34,6,#9900FFFF
2310030G06Rik,-1.28,-0.68,0.71,1.71,1.06,-1.32,-0.64,0.12,0.43,-0.11,1,#FF9900FF
Hspb2,-1.72,-0.55,0.47,-0.05,0.55,-1.53,0.48,0.19,1.46,0.69,7,#FF0099FF
Cryab,-1.39,-0.79,0.05,0.3,0.9,-1.39,-0.27,0.07,1.67,0.85,5,#0033FFFF
Layn,0.37,1.01,-0.61,-1.41,-1.14,0.84,1.63,-0.62,0.43,-0.51,6,#9900FFFF
Fdx1,-0.32,-1.36,1.03,1.57,0.82,-0.63,-1.53,0.31,0.04,0.06,1,#FF9900FF
Acat1,-1.03,-0.64,0.64,2.18,0.85,-1.1,-0.5,-0.11,0.13,-0.41,1,#FF9900FF
Hykk,-0.83,-0.82,0.57,1.74,1.57,-1.01,-0.82,-0.14,0.05,-0.31,1,#FF9900FF
Nrg4,-0.83,-0.78,0.16,0.32,0.32,-0.78,-0.44,-0.48,2.54,-0.02,5,#0033FFFF
Cyp1a1,-0.96,-0.66,-0.09,0.73,-0.36,-1.37,-0.73,0.88,1.79,0.77,5,#0033FFFF
Stra6,0.52,1.27,-1,-1.8,-0.8,0.52,0.56,-0.51,0.07,1.17,6,#9900FFFF
4930461G14Rik,-1.28,-0.88,0.87,0.24,0.03,-1.31,-0.69,1.53,1.02,0.47,7,#FF0099FF
Pkm,1.84,-0.67,-0.61,-0.81,-0.71,1.84,-0.29,-0.4,-0.05,-0.15,4,#00FFFFFF
Myo9a,1.26,1.22,-0.66,-1.63,-0.71,0.58,1.12,0.04,-0.62,-0.6,6,#9900FFFF
Thsd4,1.71,0.35,-0.64,-0.85,-0.7,1.79,0.17,-0.61,-0.63,-0.58,4,#00FFFFFF
Smad3,1.36,1.05,-0.57,-1.63,-1.02,0.9,0.92,-0.43,-0.26,-0.32,4,#00FFFFFF
Rab11a,1.07,0.74,-1.21,-0.8,-0.61,1.75,0.82,-0.57,-0.77,-0.43,4,#00FFFFFF
Clpx,-1.33,-0.74,0.13,1.48,1.55,-1.13,-0.67,0.3,-0.09,0.5,1,#FF9900FF
Rasl12,-0.19,1.75,0.02,-1.1,-0.79,-0.2,1.79,-0.3,-0.12,-0.86,6,#9900FFFF
Dapk2,-1.64,0.52,-0.23,-0.53,0.06,-1.62,1.01,0.58,0.99,0.87,7,#FF0099FF
Lactb,-1.13,-0.67,0.79,1.92,0.69,-1.25,-0.77,0.46,0.23,-0.27,1,#FF9900FF
Tln2,-1.57,-0.53,0.5,0.15,1.06,-1.58,-0.41,0.37,1.16,0.86,5,#0033FFFF
Vps13c,0.78,0.35,-0.89,-2.08,0.31,-0.66,-0.13,0.53,0.31,1.49,6,#9900FFFF
Anxa2,1.22,0.87,-0.61,-1.05,-1,1.55,0.85,-0.64,-0.45,-0.73,4,#00FFFFFF
Ccnb2,1.1,0.77,-0.1,-0.95,-0.96,1.19,1.37,-0.49,-0.94,-0.98,4,#00FFFFFF
Aldh1a2,1.67,-0.26,-0.59,-0.59,-0.54,2.08,-0.34,-0.55,-0.52,-0.35,4,#00FFFFFF
Myzap,1.36,-0.91,-0.81,-0.7,-0.65,1.27,-0.69,-0.5,1.55,0.08,4,#00FFFFFF
Rab27a,-0.34,-1.14,-0.04,-0.06,-0.55,-0.98,-0.87,1.2,1.76,1.02,5,#0033FFFF
Arpp19,-0.51,-0.51,1.34,2.01,-0.27,-0.88,-0.59,0.48,0.02,-1.1,3,#00FF33FF
Myo5a,-0.91,-0.74,1.48,1.66,-0.47,-1,-0.81,0.33,0.78,-0.31,1,#FF9900FF
Myo5c,1.57,-0.64,-0.63,-1.84,-0.79,0.35,0.56,1.05,0.39,-0.01,4,#00FFFFFF
Gnb5,-0.03,0.66,-0.27,-1.46,-1.61,1.09,1.6,-0.12,0.09,0.05,6,#9900FFFF
Gclc,-0.87,-0.79,1,2.2,-0.05,-0.9,-0.83,0.46,0.06,-0.28,1,#FF9900FF
Gcm1,-1.47,0.2,0.34,-0.3,-0.66,-1.55,0.14,1.03,1.32,0.96,7,#FF0099FF
Fbxo9,-1.31,-0.66,0.72,1.49,1.03,-1.44,-0.82,0.45,0.28,0.25,1,#FF9900FF
Gsta4,-0.44,-0.22,-0.51,-1.36,-1.01,-0.5,0.05,1.26,1.2,1.53,6,#9900FFFF
Gsta5,1.62,-0.18,-0.96,-1.43,-1.06,1.35,-0.17,0.42,0.48,-0.08,4,#00FFFFFF
Gsta2,-0.76,-0.74,0.04,-0.64,-0.43,-0.82,-0.77,1.49,1.72,0.9,5,#0033FFFF
Mto1,-1.03,-0.63,-0.34,0.87,1.4,-0.03,-1.04,-0.31,-0.65,1.76,2,#99FF00FF
Tmem30a,-1.53,-0.38,0.55,1.82,0.53,-1.37,-0.59,0.55,0.26,0.15,1,#FF9900FF
Hmgn3,1.57,0.78,-0.34,-0.87,-1.35,1.02,0.83,-0.08,-0.39,-1.16,4,#00FFFFFF
Gm27216,-0.69,-0.77,0.37,2.19,1.28,-0.68,-0.78,-0.36,-0.18,-0.39,3,#00FF33FF
Me1,-1.01,-0.73,0.62,1.97,1.22,-1.01,-0.78,-0.04,-0.01,-0.22,1,#FF9900FF
Prss35,0.72,-0.96,-0.44,-0.75,-0.62,0.32,2.26,-0.7,0.67,-0.5,6,#9900FFFF
Nt5e,-0.94,-0.65,0.67,1.98,1.22,-1.06,-0.75,0.04,-0.24,-0.27,1,#FF9900FF
Plod2,0.64,1.42,0,-0.53,-1.09,1.07,1.01,-0.12,-1.35,-1.05,4,#00FFFFFF
Dipk2a,1.44,1.01,-0.67,-0.98,-1.17,1.01,0.98,-0.3,-0.36,-0.97,4,#00FFFFFF
Pcolce2,-0.89,-0.6,-0.36,-0.54,-0.07,-0.8,-0.73,0.7,1.21,2.07,5,#0033FFFF
Trpc1,-1.12,-0.41,0.8,1.79,0.64,-1.38,-0.83,0.71,0.23,-0.43,1,#FF9900FF
Gk5,-0.44,-0.6,1.68,0.72,1.69,-0.62,-0.96,-0.34,-0.87,-0.25,1,#FF9900FF
Tfdp2,2.33,-0.17,-0.61,-1.08,-0.38,1.17,-0.27,-0.2,-0.17,-0.6,4,#00FFFFFF
Pxylp1,0.99,1.12,-0.95,-1.5,-0.81,0.61,1.48,-0.46,-0.41,-0.06,6,#9900FFFF
Spsb4,-1.57,-0.8,0.57,0.28,0.7,-1.35,-0.6,1.1,1.17,0.5,7,#FF0099FF
Gm16010,-0.85,0.81,0.09,-1.4,-1.16,-0.83,0.93,1.37,0.13,0.91,6,#9900FFFF
Mras,-1.55,-0.11,-0.63,-0.48,0.33,-0.96,0.93,0.08,1.97,0.42,5,#0033FFFF
A4gnt,-1.46,0.43,1.43,0.76,-0.23,-1.5,0.33,1.08,-0.21,-0.64,7,#FF0099FF
Trf,0.85,-0.66,-0.78,-0.99,-0.41,-0.44,-0.75,-0.05,1.41,1.83,5,#0033FFFF
Uba5,-1.21,-0.61,0.7,1.76,0.63,-0.27,-1.4,-0.02,-0.52,0.93,1,#FF9900FF
Glyctk,-1.29,-0.89,0.24,1.35,1.25,-1.19,-0.74,-0.1,0.34,1.01,1,#FF9900FF
Alas1,-1.04,-0.68,-0.29,2.07,0.78,-1.07,-0.66,-0.33,0.79,0.43,1,#FF9900FF
Manf,-0.99,-0.57,1.04,2.09,-0.2,-0.71,-0.66,-0.75,0.84,-0.09,1,#FF9900FF
Ifrd2,-1.02,-0.94,0.44,2.01,1.15,-0.74,-0.87,-0.38,0.24,0.12,1,#FF9900FF
Uba7,1.42,0.46,-1.01,-1.49,-0.1,1.45,0.54,-0.7,-0.76,0.19,4,#00FFFFFF
Apeh,-1.44,-0.65,0.63,1,1.65,-1.2,-0.67,0.02,-0.03,0.69,1,#FF9900FF
Gpx1,-1.18,-0.87,0.24,1.3,1.57,-1.11,-0.87,-0.1,0.25,0.77,1,#FF9900FF
Dalrd3,-1.19,-0.75,0.13,0.35,1.75,-0.19,-0.86,-0.42,-0.46,1.63,2,#99FF00FF
Slc25a20,-1.29,-0.23,1.2,1.28,-0.78,-1.36,0.29,0.02,1.24,-0.37,1,#FF9900FF
Spink8,-0.42,-0.92,0.46,0.46,-1.25,-0.62,0.45,0.84,1.95,-0.94,7,#FF0099FF
Mir6236,1.1,-1.07,0.07,-0.47,1.4,0.68,-0.54,-1.4,-0.82,1.05,2,#99FF00FF
Pth1r,-1.69,-0.45,0.78,1.07,1.34,-1.35,-0.43,0.2,-0.03,0.57,1,#FF9900FF
Fbxl2,-0.63,-0.24,0.77,1.91,1.39,-0.67,-0.37,-0.36,-0.81,-1,1,#FF9900FF
Crtap,-0.38,-0.09,1.21,1.94,0.67,-0.13,-0.84,-0.36,-1.38,-0.64,3,#00FF33FF
Glb1,-0.13,-1.15,1.06,1.76,1.24,-0.33,-0.96,-0.33,-0.81,-0.34,1,#FF9900FF
Dync1li1,1.39,-0.99,-0.21,0.95,1.56,0.22,-1.13,-0.78,-0.86,-0.14,2,#99FF00FF
Cmtm6,-1.01,-0.69,0.39,2.04,1.38,-0.82,-0.65,-0.25,-0.37,-0.02,1,#FF9900FF
Rbms3,1.94,0.58,-0.77,-0.88,-0.82,1.17,0.6,-0.51,-0.6,-0.71,4,#00FFFFFF
Vill,-0.54,-0.83,1,2.36,0.34,-0.38,-0.66,-0.36,-0.13,-0.8,1,#FF9900FF
Slc22a13,-1.35,-0.67,0.65,0.3,-0.28,-1.32,-0.7,0.84,1.21,1.31,5,#0033FFFF
Acaa1a,-0.82,-0.59,-0.51,0.05,1.06,0.63,-0.78,-0.63,-0.62,2.2,2,#99FF00FF
Xylb,-1.34,-0.68,0.77,0.96,1.69,-1.22,-0.75,0.11,-0.07,0.53,1,#FF9900FF
Cx3cr1,-0.2,1.45,-0.88,-1.34,0.82,-0.65,0.27,-0.67,-0.39,1.58,6,#9900FFFF
Tcaim,-1.05,-0.8,0.25,1.77,1.49,-1.09,-0.78,-0.11,0.12,0.21,1,#FF9900FF
Cdcp1,-1.07,-0.54,-0.21,1.41,2.01,-0.8,-0.69,-0.18,-0.39,0.47,1,#FF9900FF
Scp2-ps2,-1.15,-0.55,0.58,1.99,0.19,-1.29,-0.62,0.61,0.66,-0.42,1,#FF9900FF
Limd1,0.24,1.53,-1.1,-1.35,-0.99,-0.21,1.52,-0.21,0.19,0.39,6,#9900FFFF
Gal3st1,-1.44,-0.71,0.83,0.29,-0.02,-1.38,-0.61,0.79,1.46,0.79,7,#FF0099FF
Sec14l3,-0.62,-0.62,-0.48,0.38,-0.09,-0.62,-0.62,-0.53,2.53,0.65,5,#0033FFFF
Castor1,-1.41,-0.53,0.48,1.68,1.25,-1.31,-0.52,0.05,-0.1,0.4,1,#FF9900FF
Xbp1,-0.95,-0.78,0.03,2.06,0.41,-0.65,-1.07,-0.49,0.39,1.05,1,#FF9900FF
Adcy1,-0.16,1.93,-0.22,-1.14,-0.84,-0.37,1.51,0.39,-0.46,-0.63,6,#9900FFFF
Igfbp1,-0.61,-0.82,0.96,-0.82,-0.6,-0.57,-0.9,0.51,0.91,1.94,5,#0033FFFF
Hus1,-0.75,-0.92,0.49,1.86,1.46,-0.73,-1.02,0,-0.45,0.05,1,#FF9900FF
Sun3,-1.3,-0.66,1,1.25,0.54,-1.43,-0.74,1.15,0.27,-0.07,1,#FF9900FF
Gm11992,-1.05,-0.84,0.82,1.61,0.85,-1.29,-0.66,1.01,-0.24,-0.21,1,#FF9900FF
Abca13,-1.54,-0.27,0.08,-0.01,0.72,-1.58,-0.51,1.06,0.84,1.21,5,#0033FFFF
Ddc,-1.33,-0.78,0.18,0.2,0.39,-1.33,-0.73,1.54,0.97,0.89,5,#0033FFFF
Vstm2a,-1.3,-0.53,-0.58,0.7,1.12,-1.39,-0.47,0.13,0.95,1.38,5,#0033FFFF
Slc1a4,-1.03,-0.98,0.04,0.98,1.89,-0.6,-1.07,-0.15,-0.04,0.95,2,#99FF00FF
Ahsa2,-1.13,-0.63,0.14,2.28,0.81,-0.9,-0.67,-0.34,0.25,0.19,1,#FF9900FF
Efemp1,-1.54,0.48,-0.37,-0.33,0.41,-1.58,1.22,-0.23,0.81,1.13,6,#9900FFFF
Ccdc88a,2.17,0.52,-0.55,-0.91,-0.87,1.05,0.29,-0.48,-0.53,-0.67,4,#00FFFFFF
Psme4,-0.59,-0.86,1.16,1.5,0.98,-1.13,-1.15,0.73,-0.2,-0.43,1,#FF9900FF
Chac2,-1.22,-0.48,1.07,1.82,0.09,-1.34,-0.47,0.57,0.48,-0.5,1,#FF9900FF
Ccng1,-1.22,-0.89,0.47,1.41,1.27,-1.16,-0.97,0.39,0.03,0.66,1,#FF9900FF
C1qtnf2,-0.55,1.59,-0.6,-1.17,-0.69,0.71,1.74,-0.17,-0.58,-0.28,6,#9900FFFF
Ebf1,1.48,0.47,-0.76,-0.95,-0.62,1.89,0.26,-0.62,-0.7,-0.44,4,#00FFFFFF
Timd2,-0.64,-0.59,0.07,1.96,1.75,-0.65,-0.58,-0.4,-0.46,-0.47,3,#00FF33FF
Trim7,-1.21,-0.72,0.94,1.61,0.97,-1.23,-0.95,0.13,0.39,0.07,1,#FF9900FF
Mgat1,-1.52,-0.49,1.21,1.85,-0.01,-0.41,0.24,-1.11,-0.06,0.3,1,#FF9900FF
Gfpt2,0.09,1,-0.43,-1.58,-1.3,0.04,1.81,0.46,0.18,-0.26,6,#9900FFFF
Mrnip,-1.07,-0.04,1.83,0.98,0.67,-1.1,-0.01,0.51,-0.71,-1.07,7,#FF0099FF
Sqstm1,-1.32,-0.79,0.27,1.3,1.5,-0.73,-1.02,0.08,-0.29,0.98,1,#FF9900FF
Ltc4s,-1.35,-0.36,-0.01,0.4,0.18,-1.34,-0.43,-0.21,1.49,1.62,5,#0033FFFF
Nhp2,-0.29,-0.76,1.63,1.97,0,-0.22,-0.81,-0.24,-0.34,-0.94,3,#00FF33FF
Rmnd5b,-1.34,-0.61,0.37,0.61,2.13,-0.09,-0.73,-0.49,-0.63,0.77,2,#99FF00FF
Sec24a,-0.02,0.18,0.27,1.76,-0.25,-1,-0.14,1.3,-0.38,-1.7,3,#00FF33FF
Anxa6,1.16,1.02,-1,-1.44,-1.04,1,0.95,-0.72,-0.08,0.16,4,#00FFFFFF
Slc36a2,-0.69,-0.65,-0.41,-0.3,0.25,-0.7,0.49,-0.75,2.53,0.24,5,#0033FFFF
Shmt1,-1.33,0.05,0.32,-0.56,-0.59,-1.57,0.29,1.2,1.31,0.88,7,#FF0099FF
Aldh3a1,-0.92,-0.63,-0.37,-0.16,0.84,-0.9,-0.55,-0.45,2.14,1.01,5,#0033FFFF
Aldh3a2,-1.07,-0.63,0.12,1.81,1.6,-1.16,-0.45,-0.17,0.03,-0.08,1,#FF9900FF
Slc47a1,-0.99,-0.88,0.3,1.69,1.56,-0.95,-0.9,0.02,-0.18,0.32,1,#FF9900FF
Trpv2,0.37,-0.24,-1.21,0.77,1.26,0.27,-0.87,-1.3,-0.58,1.52,2,#99FF00FF
2410006H16Rik,1.56,-0.22,-0.51,-0.72,-0.57,2.15,-0.19,-0.62,-0.39,-0.48,4,#00FFFFFF
Mmgt2,0.51,1.01,-0.57,-1.51,-1.24,0.68,1.73,-0.14,-0.3,-0.16,6,#9900FFFF
Pmp22,1.55,0.8,-0.6,-0.9,-1.09,1.16,0.97,-0.48,-0.47,-0.95,4,#00FFFFFF
Hs3st3b1,2.25,-0.32,-0.47,-0.61,-0.8,1.36,-0.1,-0.21,-0.29,-0.79,4,#00FFFFFF
Gas7,2.15,0.38,-0.69,-0.87,-0.65,1.27,0.11,-0.59,-0.58,-0.53,4,#00FFFFFF
Cfap52,-0.85,-0.8,0.14,-0.33,-0.74,-1.05,1.08,0.63,2.07,-0.16,5,#0033FFFF
Ntn1,-1.46,-0.49,0.4,1.85,1.44,-0.68,-0.42,-0.46,-0.33,0.15,1,#FF9900FF
Myh10,2.11,-0.13,-0.62,-0.64,-0.53,1.58,-0.07,-0.61,-0.52,-0.57,4,#00FFFFFF
Chd3,-1.23,-0.84,0.73,1.05,1.86,-0.01,-0.93,-0.53,-0.56,0.46,2,#99FF00FF
Atp1b2,0.61,1.42,-1.22,-1.07,-0.6,0.85,1.36,-0.48,-0.89,0.01,4,#00FFFFFF
Neurl4,-1.15,-0.86,0.78,1.97,0.64,-1.14,-0.78,0.06,0.37,0.11,1,#FF9900FF
Inca1,-1.25,-0.78,0.24,0.55,0.28,-1.36,-0.6,0.59,1.9,0.44,5,#0033FFFF
Pimreg,1.64,0.23,-0.39,-0.8,-0.8,1.64,0.7,-0.65,-0.77,-0.8,4,#00FFFFFF
Smtnl2,0.67,1.41,-0.12,-1.19,-1.21,0.96,1.22,-0.21,-0.61,-0.92,4,#00FFFFFF
Ggt6,-1.27,-0.75,0.01,0.22,0.18,-1.24,-0.7,0.65,1.31,1.6,5,#0033FFFF
Spns2,-1.52,-0.09,0.02,0.11,0.43,-1.5,-0.52,0.3,1.24,1.53,5,#0033FFFF
Serpinf2,-0.4,-0.76,0.77,2.23,1,-0.45,-0.8,-0.48,-0.52,-0.59,3,#00FF33FF
Wdr81,-1.25,-0.52,0.29,1.03,2.01,-0.98,-0.74,-0.18,-0.28,0.63,1,#FF9900FF
Mir22hg,2.15,-0.85,-0.08,0.5,0.04,1.13,-0.73,-0.62,-0.6,-0.93,3,#00FF33FF
Tlcd2,-0.57,-0.01,0.6,2.57,-0.09,-0.62,0.02,-0.43,-0.56,-0.92,3,#00FF33FF
Trarg1,-0.61,0.11,-0.44,-0.51,0.15,-0.9,0.72,-0.77,2.48,-0.22,5,#0033FFFF
Tmigd1,-1.06,-0.41,0.84,2.14,0.85,-1.09,-0.44,-0.04,-0.27,-0.5,1,#FF9900FF
Blmh,0.94,-0.25,1.37,0.96,-0.5,0.53,0.01,-0.14,-1,-1.92,3,#00FF33FF
Slc6a4,-0.94,-1.03,-0.12,-0.13,0.34,-0.95,-0.85,0.54,1.63,1.52,5,#0033FFFF
Pipox,-1.31,-0.7,0.72,1.66,1.02,-1.33,-0.73,0.23,0.42,0.02,1,#FF9900FF
Spag5,1.91,-0.22,0.21,-1.13,-0.91,1.38,0.09,0.22,-0.67,-0.88,4,#00FFFFFF
Aldoc,-1.14,-1.14,0.61,-0.34,-0.04,-1.03,-0.57,1.32,1.37,0.95,5,#0033FFFF
Wsb1,2.05,0.27,-0.67,-0.69,-0.71,1.45,0.13,-0.45,-0.71,-0.67,4,#00FFFFFF
Rab11fip4,-1.27,1.1,0.15,-0.79,-0.35,-1.45,1.72,0.35,0.5,0.02,6,#9900FFFF
Tmem98,1.04,1.11,-0.68,-1.02,-1.01,1.24,1.21,-0.61,-0.66,-0.61,4,#00FFFFFF
Zfp830,-1.32,-0.61,0.77,2.15,0.76,-0.93,-0.39,-0.23,0,-0.21,1,#FF9900FF
Gm11423,-0.95,-0.64,0.94,1.76,1.11,-1.18,-0.68,0.45,-0.22,-0.6,1,#FF9900FF
Ccl6,-1.17,-0.39,0.3,-0.04,0.28,-1.5,-0.85,1.59,1.24,0.53,5,#0033FFFF
Wfdc17,-1,-0.25,-0.51,0.09,1.47,-1.06,-0.86,-0.29,0.65,1.77,5,#0033FFFF
Dusp14,1.35,-0.62,-0.26,-1.22,-1.09,1.42,-0.72,1.06,0.48,-0.4,4,#00FFFFFF
Acaca,0.38,-0.6,-0.64,-0.86,0.83,0.16,-0.89,-1.09,2.06,0.64,5,#0033FFFF
Car4,-0.8,-0.82,0.66,2.36,0.58,-0.78,-0.74,0.03,-0.06,-0.43,1,#FF9900FF
Rnft1,0.04,-0.78,-0.22,2.4,-0.06,-0.79,-0.49,0.53,0.46,-1.11,3,#00FF33FF
Gdpd1,1.93,0.08,-0.68,-0.8,-0.82,1.63,0.23,-0.52,-0.52,-0.52,4,#00FFFFFF
Septin4,0.67,0.76,-0.77,-1.4,-0.87,1.06,1.73,-0.21,-0.64,-0.34,6,#9900FFFF
Pctp,-1.07,-0.9,0.42,1.86,1.11,-1.13,-0.86,0.14,0.31,0.12,1,#FF9900FF
Tmem100,1.94,-0.08,-0.64,-0.81,-0.84,1.58,0.36,-0.43,-0.39,-0.69,4,#00FFFFFF
Mmd,-0.79,1.28,-0.39,-1.15,-0.78,-1.15,0.83,-0.13,1.01,1.27,6,#9900FFFF
Nme1,-0.84,-0.65,1.12,2.05,0.02,-0.99,-0.74,0.43,0.36,-0.76,1,#FF9900FF
Tob1,-0.36,-0.33,0.89,1.96,-0.78,-1.1,-0.42,0.74,0.53,-1.14,3,#00FF33FF
Abcc3,-0.5,-0.09,-0.51,-1.04,-0.63,-0.56,-0.17,0.35,0.68,2.47,5,#0033FFFF
Slc35b1,-0.85,-0.59,1.02,2.26,0.28,-1.03,-0.57,-0.1,0.14,-0.54,1,#FF9900FF
Igf2bp1,1.99,-0.3,-0.57,-0.48,-0.32,1.76,-0.21,-0.59,-0.65,-0.63,4,#00FFFFFF
Snf8,-0.15,-0.61,0.04,0.35,1.01,1.17,-1.32,-0.4,-1.49,1.4,2,#99FF00FF
Gm53,-0.15,-0.75,0.15,-1.31,-1.43,1.41,-0.43,0.75,0.46,1.3,4,#00FFFFFF
Hoxb9,0.61,0.28,-0.09,-1.65,-1.92,0.46,1.23,0.33,0.43,0.33,6,#9900FFFF
Hoxb5os,-1.99,0.53,0.05,-0.8,-0.43,-0.57,0.82,0.14,0.69,1.56,7,#FF0099FF
Prr15l,-1.41,-0.54,1.12,1.63,0.25,-1.45,-0.51,0.4,0.48,0.05,1,#FF9900FF
Scrn2,-1.28,-1.03,0.73,1.52,0.99,-0.94,-0.95,0.04,0.1,0.82,1,#FF9900FF
Cisd3,-1.17,-0.89,1.36,1.56,0.36,-1.17,-0.81,0.33,0.53,-0.1,1,#FF9900FF
Erbb2,-1.94,0.82,1.1,-1.35,-0.62,0.03,0.62,0.45,0.16,0.73,7,#FF0099FF
Mien1,-1.38,-0.72,0.73,1.76,0.71,-1.31,-0.64,0.2,0.53,0.13,1,#FF9900FF
Ormdl3,-0.98,-0.42,-0.93,-0.7,-0.05,0.76,0.19,-0.83,0.84,2.12,5,#0033FFFF
Krt23,0.73,-1.2,-0.83,-0.26,-0.18,1.81,-0.92,-0.61,1.31,0.14,4,#00FFFFFF
Krt15,-1.42,-0.3,0.01,0.26,-0.47,-1.4,0.18,0.16,1.77,1.2,5,#0033FFFF
Krt19,1.12,0.08,-0.98,-0.82,-0.85,1.87,0.6,-1.1,0.44,-0.36,4,#00FFFFFF
Nt5c3b,1.23,0.49,-0.81,-1.23,-1.2,1.62,0.79,-0.32,-0.54,-0.05,4,#00FFFFFF
Ghdc,-1.21,-0.85,0.1,1.01,1.72,-0.93,-0.82,-0.15,0,1.12,1,#FF9900FF
Cavin1,1.68,0.99,-0.66,-0.8,-1.17,0.63,1.06,-0.52,-0.23,-0.97,4,#00FFFFFF
Coasy,-1.13,-0.9,0.2,1.29,1.75,-0.91,-0.82,-0.31,0.09,0.74,1,#FF9900FF
Mlx,-1.3,-0.76,0.86,1.72,0.74,-1.31,-0.72,0.45,0.22,0.09,1,#FF9900FF
Slc25a39,-1.06,-0.94,0.02,1.28,1.66,-0.83,-0.93,-0.17,-0.03,1,2,#99FF00FF
Acbd4,-1.37,-0.89,0.62,1.42,1.07,-1.23,-0.81,0.11,0.38,0.7,1,#FF9900FF
Fmnl1,-1.23,-0.7,1.53,1.08,1.2,-1.1,-0.85,-0.12,-0.09,0.27,1,#FF9900FF
Mapt,-1.32,-0.69,0.4,0.97,1.66,-1.25,-0.77,0.12,0,0.88,1,#FF9900FF
Marchf10,-1.39,0.65,0.94,-0.68,-0.65,-1.35,1.14,1.05,0.69,-0.42,7,#FF0099FF
